@relation bank32nh

@attribute feature_0 numeric
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute target numeric

@data
-1,1,-1,-1,1,0,0,-1,0,-1,-0.402918
1,0,0,1,1,0,0,1,1,-1,3.34324
-1,1,0,-1,-1,-1,0,0,-1,0,-7.38654
-1,1,1,0,0,0,0,-1,-1,1,-2.54528
-1,1,0,1,1,1,-1,1,-1,0,0.713227
1,0,1,1,-1,0,0,1,-1,1,8.3199
1,1,0,0,-1,0,1,0,0,-1,5.90573
1,-1,-1,0,-1,-1,1,-1,-1,1,-1.18163
1,-1,-1,-1,0,1,0,-1,1,1,-4.48967
-1,0,1,0,0,0,1,-1,-1,-1,-0.831594
1,-1,-1,1,-1,1,0,1,0,-1,-1.08475
1,0,0,0,-1,1,0,-1,1,0,3.58537
1,1,1,-1,0,1,0,0,0,1,8.72247
1,-1,0,0,0,0,0,-1,-1,0,0.176622
1,0,0,1,1,0,0,0,0,0,5.09843
1,0,-1,1,0,-1,-1,-1,-1,0,1.37606
1,0,1,0,1,0,1,1,1,1,6.3526
-1,-1,-1,1,-1,-1,0,-1,0,0,-9.14625
-1,1,-1,0,-1,0,0,-1,-1,0,-5.17212
1,0,1,-1,-1,-1,1,1,0,-1,4.68825
1,-1,1,0,0,-1,0,-1,-1,-1,0.345979
1,0,0,1,1,1,0,-1,1,-1,4.21001
1,1,1,-1,0,0,-1,1,-1,-1,5.96923
-1,0,0,0,-1,1,1,1,-1,-1,-3.41384
-1,-1,-1,1,0,1,1,-1,0,1,-0.80242
1,0,1,0,0,1,1,1,1,0,3.85269
1,1,-1,1,1,-1,-1,-1,1,-1,4.50718
1,0,-1,-1,0,-1,-1,0,-1,1,-0.236186
-1,0,-1,-1,0,-1,0,1,0,1,-5.70758
-1,0,1,0,0,1,0,1,0,1,0.136286
-1,1,-1,-1,0,0,1,1,1,0,-2.45468
-1,-1,0,-1,-1,-1,-1,0,1,-1,-9.88143
1,-1,0,-1,1,0,-1,0,1,-1,-1.66466
1,1,-1,1,0,1,-1,0,0,0,4.81802
1,-1,1,-1,-1,1,1,-1,0,1,1.46518
1,0,1,-1,0,-1,1,0,0,1,4.71382
-1,-1,0,0,0,-1,-1,1,-1,1,-6.76357
1,1,-1,0,1,0,-1,0,0,1,2.26082
-1,1,0,1,0,0,-1,1,1,1,-6.03174
-1,1,-1,-1,-1,1,0,0,1,-1,-2.97898
1,-1,-1,0,-1,-1,0,-1,1,-1,-1.77905
-1,-1,1,0,-1,0,-1,1,1,-1,-6.75201
1,0,0,0,1,0,-1,1,-1,1,3.94022
-1,-1,1,0,0,0,-1,0,0,-1,-4.94963
1,0,1,-1,-1,1,0,1,0,-1,3.63484
-1,-1,0,-1,-1,0,0,0,-1,1,-5.82751
-1,-1,1,-1,-1,0,1,-1,1,0,-5.42256
-1,0,0,0,-1,0,1,1,-1,-1,-3.55817
1,1,0,-1,1,-1,1,1,0,1,4.5278
-1,1,1,1,-1,0,-1,1,-1,1,-6.91007
1,1,0,-1,1,-1,0,1,0,-1,5.73999
1,-1,0,0,-1,0,0,1,-1,1,0.8093
-1,0,1,0,0,-1,0,0,1,1,-5.36679
1,0,0,-1,-1,-1,1,-1,0,0,2.68055
1,0,-1,1,-1,0,0,-1,0,0,0.639866
-1,1,-1,1,-1,0,0,-1,0,-1,-4.84127
-1,1,1,-1,0,0,1,0,1,-1,-0.342792
-1,0,0,-1,0,1,1,-1,0,-1,-0.370145
1,-1,1,0,0,1,0,1,0,0,1.18071
-1,1,1,-1,-1,-1,-1,-1,-1,-1,-7.81307
1,0,0,0,0,1,1,0,-1,0,3.13823
1,-1,0,1,0,-1,-1,1,1,0,0.429875
-1,-1,-1,-1,-1,-1,-1,0,0,-1,-9.03681
1,0,0,-1,-1,1,0,1,0,-1,0.733955
-1,0,1,-1,-1,1,-1,1,0,-1,-7.4314
1,1,0,1,1,0,-1,0,0,1,7.71449
1,1,1,0,1,0,1,1,0,-1,8.85985
1,0,-1,-1,1,0,0,0,-1,0,-0.088968
1,-1,0,-1,-1,1,0,1,-1,-1,-1.2952
-1,0,0,0,0,0,0,1,-1,1,-2.69534
1,-1,0,0,-1,0,1,-1,0,-1,-0.301461
-1,0,-1,0,1,-1,-1,1,-1,0,-2.94788
-1,-1,1,0,1,-1,1,1,-1,1,-1.89293
1,0,0,0,-1,-1,0,-1,1,-1,3.76877
1,-1,1,1,0,1,1,1,-1,0,1.66294
1,1,1,1,-1,-1,0,-1,-1,-1,8.31339
-1,-1,-1,1,1,0,0,-1,1,0,-0.31521
1,1,0,-1,-1,-1,0,1,0,1,6.61981
-1,-1,1,1,1,1,1,-1,0,-1,3.81886
1,0,-1,-1,-1,-1,-1,-1,0,1,0.704136
1,1,0,1,1,0,0,-1,-1,0,6.21133
-1,0,0,0,0,-1,-1,-1,1,0,-4.76114
-1,1,-1,-1,1,1,0,0,1,-1,2.3454
-1,-1,0,0,0,0,-1,0,0,-1,-4.02252
1,0,1,-1,-1,-1,0,0,-1,0,3.72661
1,-1,1,1,1,0,-1,1,0,-1,3.23622
-1,0,-1,-1,0,0,1,1,1,0,-0.972887
-1,-1,1,1,-1,1,-1,1,1,-1,-5.92271
1,-1,-1,-1,-1,0,1,1,1,1,-3.2294
1,0,-1,-1,1,0,-1,1,1,-1,2.07224
1,-1,0,-1,0,0,0,0,0,0,-1.73115
-1,1,-1,1,0,0,0,1,1,-1,-2.95915
-1,-1,1,0,-1,1,0,-1,-1,-1,-3.64315
-1,1,-1,0,-1,1,1,-1,-1,-1,-2.04178
-1,1,0,1,-1,1,-1,0,-1,0,-4.27128
-1,1,-1,1,0,0,0,1,-1,1,-3.19813
1,-1,0,-1,0,-1,0,1,0,1,-1.76858
1,1,1,1,-1,0,0,0,0,1,9.93579
1,-1,-1,-1,0,-1,-1,0,-1,0,-1.2121
-1,-1,-1,1,-1,-1,1,1,-1,-1,-7.50608
-1,0,1,-1,0,-1,1,1,-1,1,-5.11885
-1,0,-1,-1,-1,0,0,0,0,-1,-5.01389
-1,1,-1,0,-1,1,0,0,1,0,-4.97714
-1,-1,1,0,0,1,1,0,1,0,0.127484
1,1,0,1,0,-1,1,0,1,1,5.17508
-1,1,1,0,1,-1,1,1,-1,-1,-1.76608
-1,-1,1,0,0,1,0,-1,1,1,-1.43392
-1,-1,-1,0,1,-1,1,1,1,-1,-1.76338
-1,1,-1,1,1,1,0,-1,1,1,2.82865
1,1,-1,-1,0,0,-1,-1,0,-1,3.97741
-1,0,-1,1,0,0,1,0,0,0,-1.59225
-1,-1,0,-1,-1,-1,-1,0,-1,-1,-8.49085
-1,1,0,1,1,1,-1,1,1,-1,2.35815
-1,-1,0,-1,0,0,1,1,0,-1,-2.28588
-1,1,0,1,-1,-1,0,0,-1,-1,-7.51836
-1,-1,-1,0,-1,-1,1,0,1,0,-6.58025
-1,0,1,-1,0,1,1,0,-1,-1,-0.783926
-1,0,0,-1,1,1,-1,-1,-1,0,0.530805
1,1,-1,-1,0,0,0,-1,-1,-1,2.6361
1,-1,-1,-1,-1,-1,1,1,-1,1,-3.78083
-1,1,1,-1,1,0,0,-1,-1,1,1.79533
1,-1,0,-1,0,-1,1,-1,-1,-1,-0.326086
1,0,-1,1,0,1,1,1,0,0,0.81722
1,0,0,1,1,1,-1,-1,-1,1,4.03138
-1,1,0,1,-1,0,0,-1,-1,1,-7.46564
-1,0,-1,0,-1,-1,0,-1,-1,1,-7.15516
1,0,0,-1,0,1,-1,1,0,0,0.933073
1,0,-1,1,-1,-1,0,0,-1,0,1.66877
-1,1,-1,0,1,1,-1,1,1,-1,1.72931
-1,0,1,0,-1,1,1,-1,1,-1,-2.59296
1,0,0,0,-1,0,1,0,-1,-1,1.62559
-1,0,1,1,1,1,-1,1,-1,0,1.25429
1,1,0,0,-1,0,0,1,-1,1,5.5717
1,1,0,1,1,0,1,-1,0,1,7.51307
1,-1,1,0,-1,-1,-1,0,0,-1,0.977609
-1,1,0,1,-1,-1,1,1,1,-1,-6.72505
1,1,0,-1,-1,1,-1,1,-1,1,5.41307
-1,1,1,1,1,0,1,0,1,-1,0.519446
-1,0,0,-1,0,-1,1,0,1,1,-5.43384
-1,-1,1,0,1,-1,0,-1,-1,-1,-3.82162
1,1,0,-1,0,-1,-1,0,1,1,5.55245
-1,1,0,1,0,-1,1,0,0,0,-2.09884
-1,-1,-1,-1,1,0,0,0,0,1,0.497117
-1,1,1,-1,-1,-1,1,0,-1,-1,-7.82932
-1,-1,1,0,-1,1,-1,-1,-1,0,-6.02954
-1,-1,1,1,0,-1,-1,0,-1,0,-5.91469
1,1,1,-1,0,-1,0,-1,0,0,7.11803
1,-1,-1,0,-1,-1,1,0,1,-1,-1.55163
1,0,0,-1,-1,1,1,-1,1,1,0.967401
-1,1,-1,-1,1,0,1,1,0,1,1.73542
-1,0,-1,0,-1,-1,0,-1,-1,-1,-10.3418
-1,-1,0,1,1,0,0,-1,-1,-1,1.44176
-1,0,-1,-1,1,0,-1,-1,-1,1,-1.21153
-1,-1,1,0,1,1,0,-1,0,-1,1.43604
-1,0,-1,1,1,1,1,1,-1,-1,3.45253
-1,-1,-1,1,1,0,1,0,1,1,0.190357
1,-1,0,0,0,-1,-1,-1,1,0,-0.983695
-1,1,1,-1,1,1,0,1,1,-1,0.896742
1,0,-1,-1,-1,1,1,-1,-1,0,-0.419017
-1,0,-1,0,1,1,-1,0,1,1,0.812532
-1,1,-1,0,1,-1,-1,-1,1,-1,-3.7903
1,0,-1,1,0,-1,-1,1,-1,-1,-0.636088
